event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type
9367,user_85,sess_1718,7,2024-01-18T00:05:16Z,night,january,desktop,us_east,direct,search_results,product_details,hover,596.78,507.26,blue,pro
9368,user_85,sess_1718,8,2024-01-18T00:08:21Z,night,january,mobile,ap_south,direct,product_details,cart,add_to_cart,224.2,190.57,black,standard
9369,user_85,sess_1718,9,2024-01-18T00:09:04Z,night,january,desktop,ap_south,paid_ads,cart,checkout,view,484.72,412.01,black,pro
9370,user_85,sess_1718,10,2024-01-18T00:13:16Z,night,january,mobile,ap_south,organic,checkout,purchase,purchase,1376.46,1169.99,silver,basic
9371,user_85,sess_1718,11,2024-01-18T00:14:29Z,night,january,desktop,us_east,paid_ads,purchase,exit,scroll,940.16,799.14,green,standard
9372,user_42,sess_1719,0,2024-01-18T00:15:10Z,night,january,desktop,eu_west,organic,home,search_results,scroll,2019.03,1716.18,black,pro
9373,user_42,sess_1719,1,2024-01-18T00:18:31Z,night,january,tablet,ap_south,paid_ads,search_results,product_details,scroll,3836.17,3260.74,black,pro
9374,user_42,sess_1719,2,2024-01-18T00:23:24Z,night,january,mobile,ap_south,paid_ads,product_details,search_results,click,3211.45,2729.73,black,pro
9375,user_42,sess_1719,3,2024-01-18T00:25:36Z,night,january,tablet,ap_south,paid_ads,search_results,product_details,scroll,3151.93,2679.14,black,pro
9376,user_42,sess_1719,4,2024-01-18T00:30:22Z,night,january,desktop,ap_south,paid_ads,product_details,search_results,view,2566.42,2181.46,black,pro
9377,user_42,sess_1719,5,2024-01-18T00:30:43Z,night,january,desktop,eu_west,direct,search_results,home,hover,3610.78,3069.16,black,pro
9378,user_42,sess_1719,6,2024-01-18T00:34:24Z,night,january,mobile,us_east,organic,home,product_details,click,2371.43,2015.72,black,pro
9379,user_42,sess_1719,7,2024-01-18T00:38:11Z,night,january,mobile,eu_west,organic,product_details,search_results,click,5424.27,4610.63,black,pro
9380,user_42,sess_1719,8,2024-01-18T00:42:57Z,night,january,tablet,us_east,paid_ads,search_results,product_details,view,3142.07,2670.76,black,basic
9381,user_42,sess_1719,9,2024-01-18T00:45:41Z,night,january,tablet,ap_south,direct,product_details,search_results,scroll,5682.27,4829.93,black,pro
9382,user_42,sess_1719,10,2024-01-18T00:50:06Z,night,january,desktop,eu_west,organic,search_results,product_details,view,2506.51,2130.53,black,pro
9383,user_42,sess_1719,11,2024-01-18T00:51:19Z,night,january,mobile,eu_west,paid_ads,product_details,exit,click,2493.71,2119.65,black,basic
9384,user_13,sess_1720,0,2024-01-18T00:52:24Z,night,january,desktop,ap_south,paid_ads,home,search_results,hover,3246.99,2759.94,black,pro
9385,user_13,sess_1720,1,2024-01-18T00:56:28Z,night,january,desktop,ap_south,organic,search_results,product_details,scroll,2333.51,1983.48,black,basic
9386,user_13,sess_1720,2,2024-01-18T00:58:39Z,night,january,desktop,eu_west,paid_ads,product_details,search_results,hover,3112.23,2645.4,black,pro
9387,user_13,sess_1720,3,2024-01-18T01:01:18Z,night,january,mobile,us_east,organic,search_results,product_details,scroll,2392.01,2033.21,black,pro
9388,user_13,sess_1720,4,2024-01-18T01:03:25Z,night,january,tablet,eu_west,direct,product_details,search_results,view,4007.69,3406.54,black,pro
9389,user_13,sess_1720,5,2024-01-18T01:03:55Z,night,january,tablet,ap_south,direct,search_results,product_details,view,2146.03,1824.13,black,basic
9390,user_13,sess_1720,6,2024-01-18T01:08:23Z,night,january,tablet,ap_south,paid_ads,product_details,search_results,hover,5089.41,4326.0,black,pro
9391,user_13,sess_1720,7,2024-01-18T01:10:49Z,night,january,tablet,us_east,direct,search_results,product_details,view,3427.21,2913.13,black,pro
9392,user_13,sess_1720,8,2024-01-18T01:12:46Z,night,january,desktop,eu_west,paid_ads,product_details,search_results,hover,2915.8,2478.43,black,pro
9393,user_13,sess_1720,9,2024-01-18T01:14:34Z,night,january,mobile,ap_south,paid_ads,search_results,product_details,scroll,1877.29,1595.7,black,pro
9394,user_13,sess_1720,10,2024-01-18T01:15:22Z,night,january,desktop,eu_west,direct,product_details,search_results,scroll,1765.13,1500.36,black,pro
9395,user_13,sess_1720,11,2024-01-18T01:18:40Z,night,january,tablet,us_east,direct,search_results,product_details,click,8014.01,6811.91,black,pro
9396,user_13,sess_1720,12,2024-01-18T01:22:47Z,night,january,tablet,us_east,paid_ads,product_details,search_results,scroll,4248.0,3610.8,black,pro
9397,user_13,sess_1720,13,2024-01-18T01:26:14Z,night,january,desktop,ap_south,organic,search_results,product_details,view,4136.87,3516.34,black,pro
9398,user_13,sess_1720,14,2024-01-18T01:28:02Z,night,january,mobile,eu_west,paid_ads,product_details,search_results,click,2422.75,2059.34,black,pro
9399,user_13,sess_1720,15,2024-01-18T01:29:39Z,night,january,mobile,eu_west,organic,search_results,home,click,4530.46,3850.89,black,pro
9400,user_13,sess_1720,16,2024-01-18T01:33:08Z,night,january,desktop,ap_south,organic,home,search_results,scroll,3246.05,2759.14,black,pro
9401,user_13,sess_1720,17,2024-01-18T01:37:35Z,night,january,tablet,eu_west,organic,search_results,product_details,hover,2866.34,2436.39,black,basic
9402,user_13,sess_1720,18,2024-01-18T01:39:26Z,night,january,desktop,us_east,organic,product_details,search_results,hover,1898.57,1613.78,black,pro
9403,user_13,sess_1720,19,2024-01-18T01:40:40Z,night,january,desktop,ap_south,direct,search_results,home,hover,3994.75,3395.54,black,pro
9404,user_13,sess_1720,20,2024-01-18T01:41:41Z,night,january,desktop,ap_south,paid_ads,home,cart,irrational_jump,8512.67,7235.77,black,pro
9405,user_13,sess_1720,21,2024-01-18T01:46:05Z,night,january,mobile,us_east,direct,cart,checkout,hover,6548.74,5566.43,black,pro
9406,user_13,sess_1720,22,2024-01-18T01:47:03Z,night,january,desktop,eu_west,organic,checkout,purchase,purchase,6516.29,5538.85,black,pro
9407,user_13,sess_1720,23,2024-01-18T01:50:45Z,night,january,mobile,us_east,direct,purchase,exit,irrational_jump,2536.19,2155.76,black,pro
9408,user_68,sess_1721,0,2024-01-18T01:54:27Z,night,january,desktop,us_east,organic,home,exit,view,869.23,738.85,silver,standard
9409,user_82,sess_1722,0,2024-01-18T01:57:09Z,night,january,desktop,us_east,paid_ads,home,exit,view,323.21,274.73,red,pro
9410,user_37,sess_1723,0,2024-01-18T02:01:40Z,night,january,desktop,us_east,direct,home,product_details,click,1927.77,1638.6,black,basic
9411,user_37,sess_1723,1,2024-01-18T02:04:47Z,night,january,mobile,ap_south,direct,product_details,exit,view,4701.48,3996.26,green,pro
9412,user_94,sess_1724,0,2024-01-18T02:09:43Z,night,january,tablet,us_east,organic,home,search_results,view,592.04,503.23,silver,pro
9413,user_94,sess_1724,1,2024-01-18T02:13:14Z,night,january,mobile,us_east,organic,search_results,product_details,scroll,474.33,403.18,silver,basic
9414,user_94,sess_1724,2,2024-01-18T02:14:28Z,night,january,desktop,ap_south,direct,product_details,checkout,irrational_jump,430.01,365.51,silver,pro
9415,user_94,sess_1724,3,2024-01-18T02:19:09Z,night,january,tablet,eu_west,paid_ads,checkout,purchase,purchase,204.73,174.02,blue,standard
9416,user_94,sess_1724,4,2024-01-18T02:23:00Z,night,january,tablet,ap_south,direct,purchase,exit,click,616.97,524.42,red,standard
9417,user_78,sess_1725,0,2024-01-18T02:24:53Z,night,january,desktop,eu_west,organic,home,search_results,view,917.82,780.15,blue,basic
9418,user_78,sess_1725,1,2024-01-18T02:28:33Z,night,january,mobile,eu_west,direct,search_results,exit,view,538.35,457.6,green,basic
9419,user_44,sess_1726,0,2024-01-18T02:31:10Z,night,january,desktop,ap_south,paid_ads,home,search_results,view,3250.27,2762.73,black,pro
9420,user_44,sess_1726,1,2024-01-18T02:35:48Z,night,january,tablet,us_east,paid_ads,search_results,product_details,hover,3447.22,2930.14,black,pro
9421,user_44,sess_1726,2,2024-01-18T02:39:36Z,night,january,tablet,us_east,paid_ads,product_details,search_results,irrational_jump,3005.07,2554.31,black,standard
9422,user_44,sess_1726,3,2024-01-18T02:40:53Z,night,january,desktop,eu_west,direct,search_results,home,hover,2166.44,1841.47,black,pro
9423,user_44,sess_1726,4,2024-01-18T02:43:58Z,night,january,mobile,us_east,direct,home,search_results,hover,2611.16,2219.49,black,pro
9424,user_44,sess_1726,5,2024-01-18T02:45:36Z,night,january,mobile,ap_south,organic,search_results,product_details,hover,1989.79,1691.32,black,pro
9425,user_44,sess_1726,6,2024-01-18T02:50:17Z,night,january,mobile,ap_south,paid_ads,product_details,search_results,click,1905.45,1619.63,black,pro
9426,user_44,sess_1726,7,2024-01-18T02:52:57Z,night,january,mobile,ap_south,direct,search_results,product_details,click,3006.82,2555.8,black,standard
9427,user_44,sess_1726,8,2024-01-18T02:55:04Z,night,january,desktop,us_east,paid_ads,product_details,search_results,scroll,4095.3,3481.01,black,standard
9428,user_44,sess_1726,9,2024-01-18T02:59:27Z,night,january,mobile,ap_south,organic,search_results,product_details,scroll,6435.38,5470.07,black,pro
9429,user_44,sess_1726,10,2024-01-18T03:02:37Z,night,january,tablet,ap_south,paid_ads,product_details,search_results,scroll,3773.95,3207.86,black,pro
9430,user_44,sess_1726,11,2024-01-18T03:05:54Z,night,january,tablet,us_east,direct,search_results,product_details,scroll,4954.4,4211.24,black,pro
9431,user_44,sess_1726,12,2024-01-18T03:06:24Z,night,january,mobile,ap_south,organic,product_details,search_results,view,5279.48,4487.56,black,pro
9432,user_44,sess_1726,13,2024-01-18T03:10:40Z,night,january,tablet,eu_west,paid_ads,search_results,product_details,scroll,5550.1,4717.59,black,pro
9433,user_44,sess_1726,14,2024-01-18T03:12:02Z,night,january,mobile,us_east,organic,product_details,search_results,scroll,3777.99,3211.29,black,basic
9434,user_44,sess_1726,15,2024-01-18T03:14:17Z,night,january,mobile,ap_south,paid_ads,search_results,product_details,scroll,3775.55,3209.22,black,pro
9435,user_44,sess_1726,16,2024-01-18T03:15:42Z,night,january,mobile,ap_south,organic,product_details,search_results,click,2510.56,2133.98,black,pro
9436,user_44,sess_1726,17,2024-01-18T03:19:39Z,night,january,mobile,us_east,paid_ads,search_results,product_details,click,3180.1,2703.09,silver,pro
9437,user_44,sess_1726,18,2024-01-18T03:22:21Z,night,january,desktop,ap_south,paid_ads,product_details,search_results,click,2717.66,2310.01,black,basic
9438,user_44,sess_1726,19,2024-01-18T03:26:32Z,night,january,mobile,ap_south,paid_ads,search_results,product_details,click,4104.56,3488.88,black,pro
9439,user_44,sess_1726,20,2024-01-18T03:30:54Z,night,january,mobile,eu_west,paid_ads,product_details,search_results,scroll,6074.17,5163.04,black,pro
9440,user_44,sess_1726,21,2024-01-18T03:34:00Z,night,january,mobile,ap_south,paid_ads,search_results,home,scroll,2718.37,2310.61,black,pro
9441,user_44,sess_1726,22,2024-01-18T03:34:24Z,night,january,tablet,us_east,direct,home,product_details,click,4762.64,4048.24,black,pro
9442,user_44,sess_1726,23,2024-01-18T03:37:09Z,night,january,tablet,ap_south,direct,product_details,exit,view,1870.08,1589.57,black,pro
9443,user_77,sess_1727,0,2024-01-18T03:38:09Z,night,january,desktop,eu_west,direct,home,search_results,view,819.97,696.97,green,basic
9444,user_77,sess_1727,1,2024-01-18T03:41:12Z,night,january,desktop,us_east,organic,search_results,product_details,scroll,360.5,306.43,silver,pro
9445,user_77,sess_1727,2,2024-01-18T03:43:35Z,night,january,mobile,eu_west,organic,product_details,exit,scroll,1459.14,1240.27,black,pro
9446,user_71,sess_1728,0,2024-01-18T03:47:03Z,night,january,desktop,eu_west,paid_ads,home,search_results,scroll,754.22,641.09,blue,basic
9447,user_71,sess_1728,1,2024-01-18T03:47:43Z,night,january,tablet,us_east,paid_ads,search_results,home,view,838.5,712.73,blue,standard
9448,user_71,sess_1728,2,2024-01-18T03:51:36Z,night,january,tablet,eu_west,direct,home,search_results,click,966.73,821.72,silver,standard
9449,user_71,sess_1728,3,2024-01-18T03:52:29Z,night,january,mobile,ap_south,organic,search_results,product_details,scroll,459.51,390.58,green,standard
9450,user_71,sess_1728,4,2024-01-18T03:53:22Z,night,january,desktop,us_east,direct,product_details,exit,hover,541.61,460.37,red,basic
9451,user_96,sess_1729,0,2024-01-18T03:57:45Z,night,january,mobile,ap_south,organic,home,exit,view,180.95,153.81,silver,basic
9452,user_88,sess_1730,0,2024-01-18T04:02:14Z,night,january,desktop,ap_south,organic,home,search_results,view,432.92,367.98,red,pro
9453,user_88,sess_1730,1,2024-01-18T04:04:33Z,night,january,mobile,eu_west,organic,search_results,home,click,431.56,366.83,red,standard
9454,user_88,sess_1730,2,2024-01-18T04:06:29Z,night,january,tablet,us_east,paid_ads,home,search_results,scroll,242.69,206.29,red,standard
9455,user_88,sess_1730,3,2024-01-18T04:10:40Z,night,january,mobile,ap_south,paid_ads,search_results,product_details,scroll,616.78,524.26,red,pro
9456,user_88,sess_1730,4,2024-01-18T04:14:02Z,night,january,tablet,eu_west,organic,product_details,exit,view,570.41,484.85,silver,pro
9457,user_47,sess_1731,0,2024-01-18T04:16:10Z,night,january,tablet,ap_south,direct,home,search_results,hover,1356.57,1153.08,black,pro
9458,user_47,sess_1731,1,2024-01-18T04:18:49Z,night,january,tablet,us_east,direct,search_results,home,view,4504.42,3828.76,black,pro
9459,user_47,sess_1731,2,2024-01-18T04:20:16Z,night,january,mobile,eu_west,direct,home,search_results,click,3014.48,2562.31,black,pro
9460,user_47,sess_1731,3,2024-01-18T04:23:04Z,night,january,desktop,eu_west,direct,search_results,product_details,view,2526.71,2147.7,black,basic
9461,user_47,sess_1731,4,2024-01-18T04:27:50Z,night,january,desktop,us_east,paid_ads,product_details,exit,click,3759.02,3195.17,black,basic
9462,user_49,sess_1732,0,2024-01-18T04:32:20Z,night,january,desktop,us_east,direct,home,search_results,view,3095.88,2631.5,black,pro
9463,user_49,sess_1732,1,2024-01-18T04:35:28Z,night,january,mobile,eu_west,organic,search_results,exit,view,16490.81,14017.19,black,pro
9464,user_58,sess_1733,0,2024-01-18T04:40:05Z,night,january,mobile,eu_west,direct,home,search_results,view,7932.24,6742.4,green,pro
9465,user_58,sess_1733,1,2024-01-18T04:44:23Z,night,january,tablet,eu_west,organic,search_results,product_details,click,5564.05,4729.44,black,pro
9466,user_58,sess_1733,2,2024-01-18T04:45:01Z,night,january,tablet,eu_west,direct,product_details,search_results,click,1701.72,1446.46,black,pro
9467,user_58,sess_1733,3,2024-01-18T04:49:09Z,night,january,desktop,ap_south,direct,search_results,product_details,scroll,4096.36,3481.91,black,standard
9468,user_58,sess_1733,4,2024-01-18T04:53:21Z,night,january,mobile,eu_west,paid_ads,product_details,search_results,scroll,4867.28,4137.19,black,pro
9469,user_58,sess_1733,5,2024-01-18T04:56:53Z,night,january,mobile,us_east,organic,search_results,product_details,click,7151.21,6078.53,black,pro
9470,user_58,sess_1733,6,2024-01-18T04:59:21Z,night,january,desktop,ap_south,paid_ads,product_details,search_results,click,3672.75,3121.84,black,pro
9471,user_58,sess_1733,7,2024-01-18T05:01:45Z,morning,january,desktop,ap_south,paid_ads,search_results,product_details,view,3952.09,3359.28,black,pro
9472,user_58,sess_1733,8,2024-01-18T05:03:25Z,morning,january,mobile,eu_west,paid_ads,product_details,search_results,view,1908.87,1622.54,black,standard
9473,user_58,sess_1733,9,2024-01-18T05:06:51Z,morning,january,tablet,us_east,direct,search_results,home,scroll,1792.36,1523.51,black,pro
9474,user_58,sess_1733,10,2024-01-18T05:11:50Z,morning,january,tablet,eu_west,direct,home,search_results,view,2090.26,1776.72,black,pro
9475,user_58,sess_1733,11,2024-01-18T05:16:11Z,morning,january,tablet,eu_west,paid_ads,search_results,product_details,scroll,1804.12,1533.5,black,pro
9476,user_58,sess_1733,12,2024-01-18T05:16:53Z,morning,january,tablet,eu_west,organic,product_details,search_results,scroll,3491.4,2967.69,black,pro
9477,user_58,sess_1733,13,2024-01-18T05:18:03Z,morning,january,mobile,ap_south,paid_ads,search_results,home,view,887.91,754.72,black,standard
9478,user_58,sess_1733,14,2024-01-18T05:22:08Z,morning,january,mobile,us_east,organic,home,product_details,view,3143.28,2671.79,black,pro
9479,user_58,sess_1733,15,2024-01-18T05:23:00Z,morning,january,mobile,eu_west,paid_ads,product_details,search_results,click,3427.73,2913.57,black,basic
9480,user_58,sess_1733,16,2024-01-18T05:25:58Z,morning,january,desktop,eu_west,organic,search_results,home,hover,3675.22,3123.94,black,pro
9481,user_58,sess_1733,17,2024-01-18T05:27:12Z,morning,january,mobile,ap_south,direct,home,exit,click,6331.81,5382.04,black,pro
9482,user_1,sess_1734,0,2024-01-18T05:27:28Z,morning,january,mobile,us_east,direct,home,search_results,scroll,7108.17,6041.94,black,standard
9483,user_1,sess_1734,1,2024-01-18T05:27:53Z,morning,january,tablet,eu_west,paid_ads,search_results,product_details,click,7000.12,5950.1,black,pro
9484,user_1,sess_1734,2,2024-01-18T05:28:59Z,morning,january,desktop,us_east,organic,product_details,search_results,hover,4254.01,3615.91,black,pro
9485,user_1,sess_1734,3,2024-01-18T05:33:38Z,morning,january,tablet,eu_west,direct,search_results,product_details,click,2387.75,2029.59,black,pro
9486,user_1,sess_1734,4,2024-01-18T05:37:17Z,morning,january,desktop,us_east,paid_ads,product_details,exit,click,1943.3,1651.8,green,pro
9487,user_47,sess_1735,0,2024-01-18T05:39:38Z,morning,january,mobile,us_east,direct,home,search_results,hover,1649.03,1401.68,black,pro
9488,user_47,sess_1735,1,2024-01-18T05:43:02Z,morning,january,mobile,eu_west,organic,search_results,home,view,4235.58,3600.24,black,pro
9489,user_47,sess_1735,2,2024-01-18T05:43:46Z,morning,january,desktop,us_east,organic,home,search_results,scroll,3357.5,2853.88,black,pro
9490,user_47,sess_1735,3,2024-01-18T05:44:01Z,morning,january,desktop,eu_west,paid_ads,search_results,product_details,hover,2994.85,2545.62,black,pro
9491,user_47,sess_1735,4,2024-01-18T05:47:40Z,morning,january,desktop,ap_south,paid_ads,product_details,checkout,irrational_jump,5002.88,4252.45,black,pro
9492,user_47,sess_1735,5,2024-01-18T05:51:50Z,morning,january,tablet,ap_south,organic,checkout,purchase,purchase,4713.13,4006.16,silver,pro
9493,user_47,sess_1735,6,2024-01-18T05:55:59Z,morning,january,desktop,us_east,paid_ads,purchase,exit,view,1839.16,1563.29,silver,pro
9494,user_53,sess_1736,0,2024-01-18T05:56:51Z,morning,january,desktop,us_east,direct,home,search_results,view,3384.66,2876.96,silver,basic
9495,user_53,sess_1736,1,2024-01-18T05:58:16Z,morning,january,tablet,eu_west,direct,search_results,home,view,2366.73,2011.72,black,pro
9496,user_53,sess_1736,2,2024-01-18T05:58:50Z,morning,january,mobile,ap_south,direct,home,search_results,hover,9750.09,8287.58,black,pro
9497,user_53,sess_1736,3,2024-01-18T06:00:16Z,morning,january,desktop,eu_west,direct,search_results,home,hover,6382.15,5424.83,black,pro
9498,user_53,sess_1736,4,2024-01-18T06:03:50Z,morning,january,mobile,us_east,paid_ads,home,search_results,scroll,3660.27,3111.23,black,pro
9499,user_53,sess_1736,5,2024-01-18T06:04:37Z,morning,january,tablet,ap_south,direct,search_results,home,click,6045.86,5138.98,black,pro
9500,user_53,sess_1736,6,2024-01-18T06:06:32Z,morning,january,tablet,eu_west,organic,home,product_details,scroll,2386.39,2028.43,black,pro
9501,user_53,sess_1736,7,2024-01-18T06:09:44Z,morning,january,mobile,ap_south,paid_ads,product_details,search_results,scroll,2634.94,2239.7,black,pro
9502,user_53,sess_1736,8,2024-01-18T06:11:30Z,morning,january,desktop,ap_south,direct,search_results,product_details,hover,1264.05,1074.44,black,pro
9503,user_53,sess_1736,9,2024-01-18T06:15:01Z,morning,january,desktop,ap_south,paid_ads,product_details,search_results,hover,4585.0,3897.25,black,pro
9504,user_53,sess_1736,10,2024-01-18T06:15:32Z,morning,january,desktop,eu_west,organic,search_results,product_details,click,1209.21,1027.83,black,pro
9505,user_53,sess_1736,11,2024-01-18T06:16:47Z,morning,january,tablet,eu_west,paid_ads,product_details,exit,hover,2510.05,2133.54,black,pro
9506,user_48,sess_1737,0,2024-01-18T06:19:19Z,morning,january,mobile,eu_west,organic,home,product_details,view,1814.21,1542.08,black,pro
9507,user_48,sess_1737,1,2024-01-18T06:20:21Z,morning,january,desktop,us_east,paid_ads,product_details,exit,click,5492.61,4668.72,black,pro
9508,user_0,sess_1738,0,2024-01-18T06:21:56Z,morning,january,desktop,ap_south,direct,home,search_results,scroll,9135.83,7765.46,black,pro
9509,user_0,sess_1738,1,2024-01-18T06:26:14Z,morning,january,desktop,us_east,direct,search_results,exit,scroll,4980.91,4233.77,black,pro
9510,user_22,sess_1739,0,2024-01-18T06:30:18Z,morning,january,desktop,eu_west,organic,home,search_results,scroll,4520.08,3842.07,black,pro
9511,user_22,sess_1739,1,2024-01-18T06:34:16Z,morning,january,mobile,ap_south,organic,search_results,exit,hover,3681.15,3128.98,black,pro
9512,user_85,sess_1740,0,2024-01-18T06:38:32Z,morning,january,mobile,ap_south,paid_ads,home,search_results,view,582.1,494.79,silver,standard
9513,user_85,sess_1740,1,2024-01-18T06:43:22Z,morning,january,tablet,us_east,direct,search_results,product_details,click,362.91,308.47,silver,basic
9514,user_85,sess_1740,2,2024-01-18T06:45:38Z,morning,january,desktop,eu_west,paid_ads,product_details,cart,add_to_cart,257.6,218.96,silver,basic
9515,user_85,sess_1740,3,2024-01-18T06:47:55Z,morning,january,mobile,ap_south,paid_ads,cart,checkout,view,576.04,489.63,blue,standard
9516,user_85,sess_1740,4,2024-01-18T06:52:14Z,morning,january,mobile,ap_south,organic,checkout,purchase,purchase,644.89,548.16,blue,basic
9517,user_85,sess_1740,5,2024-01-18T06:56:26Z,morning,january,desktop,eu_west,paid_ads,purchase,exit,view,642.82,546.4,red,basic
9518,user_86,sess_1741,0,2024-01-18T06:57:29Z,morning,january,tablet,eu_west,organic,home,search_results,scroll,690.95,587.31,silver,pro
9519,user_86,sess_1741,1,2024-01-18T06:59:38Z,morning,january,desktop,ap_south,direct,search_results,exit,irrational_jump,788.45,670.18,black,pro
9520,user_31,sess_1742,0,2024-01-18T07:02:36Z,morning,january,desktop,eu_west,organic,home,search_results,scroll,2628.34,2234.09,black,pro
9521,user_31,sess_1742,1,2024-01-18T07:05:02Z,morning,january,desktop,us_east,paid_ads,search_results,product_details,click,3761.05,3196.89,black,pro
9522,user_31,sess_1742,2,2024-01-18T07:05:25Z,morning,january,desktop,us_east,organic,product_details,search_results,click,3680.74,3128.63,black,pro
9523,user_31,sess_1742,3,2024-01-18T07:09:56Z,morning,january,mobile,us_east,organic,search_results,exit,view,3501.06,2975.9,black,pro
9524,user_82,sess_1743,0,2024-01-18T07:14:12Z,morning,january,mobile,ap_south,paid_ads,home,exit,click,983.17,835.69,red,pro
9525,user_25,sess_1744,0,2024-01-18T07:15:03Z,morning,january,desktop,us_east,organic,home,search_results,scroll,2123.92,1805.33,black,pro
9526,user_25,sess_1744,1,2024-01-18T07:17:17Z,morning,january,desktop,ap_south,direct,search_results,product_details,hover,6796.93,5777.39,black,pro
9527,user_25,sess_1744,2,2024-01-18T07:21:18Z,morning,january,mobile,us_east,paid_ads,product_details,exit,hover,3673.55,3122.52,black,standard
9528,user_87,sess_1745,0,2024-01-18T07:24:27Z,morning,january,desktop,ap_south,organic,home,exit,click,313.48,266.46,green,standard
9529,user_28,sess_1746,0,2024-01-18T07:25:54Z,morning,january,tablet,us_east,organic,home,search_results,view,3936.33,3345.88,black,pro
9530,user_28,sess_1746,1,2024-01-18T07:27:02Z,morning,january,tablet,us_east,paid_ads,search_results,product_details,scroll,3813.5,3241.47,black,pro
9531,user_28,sess_1746,2,2024-01-18T07:27:59Z,morning,january,tablet,us_east,organic,product_details,exit,hover,1619.83,1376.86,black,pro
9532,user_88,sess_1747,0,2024-01-18T07:29:22Z,morning,january,mobile,us_east,paid_ads,home,search_results,view,533.63,453.59,black,standard
9533,user_88,sess_1747,1,2024-01-18T07:30:13Z,morning,january,tablet,eu_west,direct,search_results,product_details,scroll,920.46,782.39,green,standard
9534,user_88,sess_1747,2,2024-01-18T07:33:18Z,morning,january,tablet,us_east,organic,product_details,cart,add_to_cart,642.51,546.13,silver,pro
9535,user_88,sess_1747,3,2024-01-18T07:36:51Z,morning,january,tablet,us_east,direct,cart,checkout,view,233.5,198.47,green,pro
9536,user_88,sess_1747,4,2024-01-18T07:40:35Z,morning,january,mobile,eu_west,direct,checkout,purchase,purchase,517.09,439.53,green,basic
9537,user_88,sess_1747,5,2024-01-18T07:44:12Z,morning,january,desktop,us_east,direct,purchase,exit,hover,274.61,233.42,red,basic
9538,user_62,sess_1748,0,2024-01-18T07:45:59Z,morning,january,desktop,us_east,direct,home,search_results,click,2324.92,1976.18,black,pro
9539,user_62,sess_1748,1,2024-01-18T07:49:07Z,morning,january,tablet,ap_south,paid_ads,search_results,exit,click,19551.63,16618.89,black,pro
9540,user_62,sess_1749,0,2024-01-18T07:49:50Z,morning,january,mobile,ap_south,organic,home,exit,scroll,5175.74,4399.38,black,pro
9541,user_93,sess_1750,0,2024-01-18T07:54:26Z,morning,january,mobile,ap_south,direct,home,search_results,scroll,472.05,401.24,silver,pro
9542,user_93,sess_1750,1,2024-01-18T07:57:51Z,morning,january,desktop,eu_west,direct,search_results,product_details,view,704.11,598.49,blue,pro
9543,user_93,sess_1750,2,2024-01-18T08:02:23Z,morning,january,desktop,eu_west,direct,product_details,search_results,scroll,867.36,737.26,red,standard
9544,user_93,sess_1750,3,2024-01-18T08:05:56Z,morning,january,desktop,us_east,paid_ads,search_results,exit,view,1112.56,945.68,blue,basic
9545,user_4,sess_1751,0,2024-01-18T08:07:50Z,morning,january,tablet,eu_west,paid_ads,home,cart,irrational_jump,5980.97,5083.82,black,basic
9546,user_4,sess_1751,1,2024-01-18T08:08:15Z,morning,january,mobile,ap_south,paid_ads,cart,home,irrational_jump,5220.51,4437.43,black,pro
9547,user_4,sess_1751,2,2024-01-18T08:11:24Z,morning,january,mobile,eu_west,direct,home,product_details,click,6214.31,5282.16,red,pro
9548,user_4,sess_1751,3,2024-01-18T08:15:13Z,morning,january,mobile,us_east,direct,product_details,exit,hover,1495.0,1270.75,black,standard
9549,user_73,sess_1752,0,2024-01-18T08:17:33Z,morning,january,desktop,us_east,direct,home,search_results,hover,700.23,595.2,black,pro
9550,user_73,sess_1752,1,2024-01-18T08:22:02Z,morning,january,desktop,eu_west,direct,search_results,home,scroll,1086.89,923.86,silver,basic
9551,user_73,sess_1752,2,2024-01-18T08:23:33Z,morning,january,tablet,eu_west,direct,home,search_results,hover,365.47,310.65,silver,standard
9552,user_73,sess_1752,3,2024-01-18T08:27:27Z,morning,january,tablet,eu_west,direct,search_results,exit,click,600.42,510.36,black,basic
9553,user_27,sess_1753,0,2024-01-18T08:28:38Z,morning,january,tablet,ap_south,paid_ads,home,search_results,hover,2502.47,2127.1,black,basic
9554,user_27,sess_1753,1,2024-01-18T08:33:00Z,morning,january,mobile,eu_west,organic,search_results,product_details,click,1208.88,1027.55,black,pro
9555,user_27,sess_1753,2,2024-01-18T08:36:17Z,morning,january,tablet,ap_south,paid_ads,product_details,search_results,view,3428.83,2914.51,black,pro
9556,user_27,sess_1753,3,2024-01-18T08:37:54Z,morning,january,tablet,us_east,direct,search_results,product_details,view,2727.92,2318.73,black,standard
9557,user_27,sess_1753,4,2024-01-18T08:39:25Z,morning,january,desktop,us_east,paid_ads,product_details,search_results,view,1406.9,1195.87,silver,pro
9558,user_27,sess_1753,5,2024-01-18T08:43:12Z,morning,january,desktop,us_east,direct,search_results,home,scroll,4379.48,3722.56,black,pro
9559,user_27,sess_1753,6,2024-01-18T08:46:40Z,morning,january,tablet,ap_south,paid_ads,home,search_results,click,3859.26,3280.37,black,basic
