event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type,is_drifted,action_flag,rolling_cr,price_smooth,price_norm
4787,user_3,sess_962,7,2024-01-09T15:57:55Z,afternoon,january,desktop,eu_west,organic,search_results,product_details,click,1520.53,1292.45,black,pro,1,0,0.11,1643.9122,-0.3019529179101531
4788,user_3,sess_962,8,2024-01-09T16:01:56Z,afternoon,january,tablet,ap_south,paid_ads,product_details,search_results,click,2812.16,2390.34,black,pro,1,0,0.1,1657.8341,0.3128087420126521
4789,user_3,sess_962,9,2024-01-09T16:05:15Z,afternoon,january,mobile,eu_west,paid_ads,search_results,product_details,view,3249.79,2762.32,black,pro,1,0,0.1,1686.8553,0.5211022511693125
4790,user_3,sess_962,10,2024-01-09T16:09:13Z,afternoon,january,tablet,eu_west,paid_ads,product_details,search_results,view,8905.61,7569.77,black,pro,1,0,0.1,1754.8682000000001,3.2130351510126123
4791,user_3,sess_962,11,2024-01-09T16:11:28Z,afternoon,january,mobile,eu_west,direct,search_results,product_details,hover,4823.11,4099.64,black,pro,1,0,0.1,1794.6897,1.2699365263020888
4792,user_3,sess_962,12,2024-01-09T16:12:09Z,afternoon,january,desktop,ap_south,direct,product_details,search_results,view,4394.71,3735.5,black,pro,1,0,0.1,1830.6164,1.0660361096882525
4793,user_3,sess_962,13,2024-01-09T16:15:26Z,afternoon,january,mobile,eu_west,paid_ads,search_results,product_details,hover,2300.41,1955.35,black,pro,1,0,0.1,1850.0067,0.06923722426724854
4794,user_3,sess_962,14,2024-01-09T16:15:48Z,afternoon,january,desktop,eu_west,organic,product_details,search_results,scroll,3121.3,2653.11,black,basic,1,0,0.09,1876.9525,0.4599464049258209
4795,user_3,sess_962,15,2024-01-09T16:20:23Z,afternoon,january,desktop,ap_south,paid_ads,search_results,product_details,scroll,2502.26,2126.92,black,pro,1,0,0.09,1888.4947999999997,0.16530935100278307
4796,user_3,sess_962,16,2024-01-09T16:21:49Z,afternoon,january,tablet,ap_south,organic,product_details,search_results,scroll,4316.99,3669.44,black,pro,1,0,0.09,1919.2593,1.0290446522204013
4797,user_3,sess_962,17,2024-01-09T16:26:04Z,afternoon,january,mobile,eu_west,direct,search_results,product_details,view,6045.63,5138.79,black,pro,1,0,0.09,1974.6757,1.8518047273262428
4798,user_3,sess_962,18,2024-01-09T16:30:26Z,afternoon,january,mobile,us_east,paid_ads,product_details,search_results,scroll,11560.04,9826.03,black,pro,1,0,0.09,2081.142,4.476432403282141
4799,user_3,sess_962,19,2024-01-09T16:33:35Z,afternoon,january,desktop,us_east,organic,search_results,product_details,view,2635.33,2240.03,black,pro,1,0,0.09,2098.2231,0.2286450849869175
4800,user_3,sess_962,20,2024-01-09T16:36:26Z,afternoon,january,tablet,ap_south,paid_ads,product_details,search_results,view,1663.0,1413.55,black,pro,1,0,0.09,2111.1904,-0.2341431785194591
4801,user_3,sess_962,21,2024-01-09T16:36:41Z,afternoon,january,desktop,ap_south,paid_ads,search_results,product_details,scroll,2834.92,2409.68,black,pro,1,0,0.09,2129.8687999999997,0.32364154659278976
4802,user_3,sess_962,22,2024-01-09T16:37:19Z,afternoon,january,mobile,us_east,paid_ads,product_details,search_results,hover,5578.57,4741.78,black,pro,1,0,0.09,2176.5104,1.6295037735828755
4803,user_3,sess_962,23,2024-01-09T16:41:01Z,afternoon,january,desktop,ap_south,paid_ads,search_results,product_details,hover,2172.2,1846.37,black,pro,1,0,0.08,2191.603,0.008214646269909618
4804,user_3,sess_962,24,2024-01-09T16:43:32Z,afternoon,january,tablet,eu_west,organic,product_details,,click,3308.05,2811.84,black,pro,1,0,0.08,2218.8019999999997,0.5488315655295417
4805,user_94,sess_963,0,2024-01-09T16:48:02Z,afternoon,january,desktop,us_east,direct,home,cart,irrational_jump,731.35,621.65,black,standard,0,0,0.08,2221.1037,-0.6775694696919168
4806,user_94,sess_963,1,2024-01-09T16:50:19Z,afternoon,january,tablet,ap_south,organic,cart,checkout,hover,915.77,778.4,blue,standard,0,0,0.08,2192.4806,-0.5897932912793964
4807,user_94,sess_963,2,2024-01-09T16:54:43Z,afternoon,january,desktop,ap_south,direct,checkout,purchase,purchase,883.01,750.56,black,pro,0,0,0.08,2195.9676,-0.605385676079278
4808,user_94,sess_963,3,2024-01-09T16:55:40Z,afternoon,january,mobile,ap_south,paid_ads,purchase,,click,969.81,824.34,silver,standard,0,0,0.08,2197.0498000000002,-0.5640725197718993
4809,user_58,sess_964,0,2024-01-09T16:59:38Z,afternoon,january,tablet,eu_west,direct,home,product_details,click,827.91,703.72,blue,basic,1,0,0.08,2193.1373000000003,-0.6316109630900679
4810,user_58,sess_964,1,2024-01-09T16:59:56Z,afternoon,january,tablet,eu_west,direct,product_details,cart,add_to_cart,1046.32,889.37,black,standard,1,1,0.09,2198.6967,-0.5276569715106374
4811,user_58,sess_964,2,2024-01-09T17:01:13Z,evening,january,desktop,us_east,direct,cart,checkout,click,1036.57,881.08,black,standard,1,0,0.09,2201.1679999999997,-0.5322975622248879
4812,user_58,sess_964,3,2024-01-09T17:02:55Z,evening,january,mobile,eu_west,organic,checkout,purchase,purchase,2090.69,1777.09,silver,standard,1,0,0.09,2190.8210999999997,-0.030580692101224306
4813,user_58,sess_964,4,2024-01-09T17:07:27Z,evening,january,tablet,ap_south,organic,purchase,,hover,798.84,679.01,black,basic,1,0,0.09,2181.9626,-0.6454470627888639
4814,user_10,sess_965,0,2024-01-09T17:09:04Z,evening,january,mobile,eu_west,paid_ads,home,search_results,scroll,2905.2,2469.42,black,pro,1,0,0.09,2203.1288,0.35709187637715106
4815,user_10,sess_965,1,2024-01-09T17:09:31Z,evening,january,tablet,ap_south,organic,search_results,home,scroll,2564.79,2180.07,blue,pro,1,0,0.09,2220.9951,0.19507100611684272
4816,user_10,sess_965,2,2024-01-09T17:12:14Z,evening,january,desktop,eu_west,direct,home,search_results,hover,7784.28,6616.64,black,pro,1,0,0.09,2289.2987,2.679329142232048
4817,user_10,sess_965,3,2024-01-09T17:13:05Z,evening,january,tablet,ap_south,direct,search_results,product_details,click,5838.45,4962.68,black,pro,1,0,0.09,2332.0425,1.7531957443335848
4818,user_10,sess_965,4,2024-01-09T17:16:39Z,evening,january,tablet,us_east,organic,product_details,search_results,scroll,4282.35,3640.0,red,pro,1,0,0.09,2362.2153999999996,1.012557466339208
4819,user_10,sess_965,5,2024-01-09T17:20:19Z,evening,january,desktop,ap_south,direct,search_results,home,click,5031.07,4276.41,black,pro,1,0,0.09,2405.3067,1.3689167565518867
4820,user_10,sess_965,6,2024-01-09T17:23:58Z,evening,january,desktop,eu_west,direct,home,search_results,click,2049.55,1742.12,black,pro,1,0,0.09,2421.7361,-0.05016160512525141
4821,user_10,sess_965,7,2024-01-09T17:27:34Z,evening,january,tablet,eu_west,paid_ads,search_results,,irrational_jump,4550.67,3868.07,silver,pro,1,0,0.08,2460.5324,1.1402665227953812
4822,user_17,sess_966,0,2024-01-09T17:31:32Z,evening,january,desktop,eu_west,organic,home,,view,2346.45,1994.48,black,pro,1,0,0.08,2475.9285,0.0911503315989503
4823,user_36,sess_967,0,2024-01-09T17:36:22Z,evening,january,mobile,eu_west,direct,home,search_results,click,1139.91,968.92,black,pro,1,0,0.08,2481.8114,-0.4831120602340524
4824,user_36,sess_967,1,2024-01-09T17:39:10Z,evening,january,tablet,ap_south,paid_ads,search_results,home,irrational_jump,1181.54,1004.31,black,basic,1,0,0.08,2489.2961999999998,-0.4632979277792578
4825,user_36,sess_967,2,2024-01-09T17:42:30Z,evening,january,tablet,us_east,paid_ads,home,search_results,click,3005.59,2554.75,black,standard,1,0,0.08,2513.1522,0.4048733022031621
4826,user_36,sess_967,3,2024-01-09T17:47:14Z,evening,january,desktop,us_east,direct,search_results,product_details,click,528.03,448.83,silver,pro,1,0,0.08,2501.0676,-0.7743412547197536
4827,user_36,sess_967,4,2024-01-09T17:51:01Z,evening,january,mobile,us_east,organic,product_details,cart,add_to_cart,1232.01,1047.21,black,standard,1,1,0.08,2500.1322,-0.4392763264102094
4828,user_36,sess_967,5,2024-01-09T17:53:27Z,evening,january,tablet,us_east,organic,cart,,scroll,1177.21,1000.63,green,basic,1,0,0.08,2471.9923,-0.465358826014407
4829,user_2,sess_968,0,2024-01-09T17:54:22Z,evening,january,tablet,us_east,direct,home,search_results,hover,1418.69,1205.89,black,standard,1,0,0.08,2466.9692999999997,-0.3504244828680268
4830,user_2,sess_968,1,2024-01-09T17:57:38Z,evening,january,desktop,eu_west,organic,search_results,product_details,click,3847.62,3270.48,black,pro,1,0,0.08,2500.2194,0.8056442354462732
4831,user_2,sess_968,2,2024-01-09T18:00:21Z,evening,january,desktop,us_east,direct,product_details,search_results,view,4900.18,4165.15,black,pro,1,0,0.08,2546.4708,1.3066186110556568
4832,user_2,sess_968,3,2024-01-09T18:04:30Z,evening,january,desktop,us_east,direct,search_results,product_details,scroll,5711.92,4855.13,black,pro,1,0,0.08,2595.3986,1.692972775813163
4833,user_2,sess_968,4,2024-01-09T18:09:24Z,evening,january,tablet,us_east,direct,product_details,search_results,view,3165.42,2690.61,black,pro,1,0,0.07,2618.8045,0.48094567285533174
4834,user_2,sess_968,5,2024-01-09T18:12:37Z,evening,january,mobile,ap_south,organic,search_results,home,click,3774.69,3208.49,black,pro,1,0,0.07,2651.2554,0.7709326169036796
4835,user_2,sess_968,6,2024-01-09T18:17:29Z,evening,january,tablet,eu_west,organic,home,product_details,click,5682.66,4830.26,black,pro,1,0,0.06,2699.2201,1.6790462440901917
4836,user_2,sess_968,7,2024-01-09T18:21:41Z,evening,january,mobile,ap_south,organic,product_details,search_results,click,3305.41,2809.6,black,pro,1,0,0.06,2725.4595999999997,0.547575036351529
4837,user_2,sess_968,8,2024-01-09T18:22:52Z,evening,january,desktop,ap_south,direct,search_results,product_details,hover,2358.44,2004.67,black,pro,1,0,0.06,2743.0637,0.09685706828242358
4838,user_2,sess_968,9,2024-01-09T18:27:07Z,evening,january,tablet,ap_south,direct,product_details,search_results,click,2366.06,2011.15,black,pro,1,0,0.06,2764.6802,0.1004838684098685
4839,user_2,sess_968,10,2024-01-09T18:28:32Z,evening,january,tablet,eu_west,organic,search_results,product_details,click,5161.47,4387.25,black,pro,1,0,0.06,2757.4526,1.4309816826173498
4840,user_2,sess_968,11,2024-01-09T18:32:29Z,evening,january,mobile,us_east,organic,product_details,search_results,view,3742.57,3181.18,black,pro,1,0,0.06,2784.4493000000007,0.7556448452378617
4841,user_2,sess_968,12,2024-01-09T18:36:57Z,evening,january,tablet,ap_south,paid_ads,search_results,home,hover,2855.93,2427.54,black,pro,1,0,0.06,2737.2228000000005,0.33364142463447194
4842,user_2,sess_968,13,2024-01-09T18:38:17Z,evening,january,mobile,us_east,organic,home,search_results,click,2264.98,1925.23,black,pro,1,0,0.06,2664.5721000000003,0.052374031548695334
4843,user_2,sess_968,14,2024-01-09T18:39:35Z,evening,january,tablet,eu_west,direct,search_results,product_details,view,2830.16,2405.64,black,pro,1,0,0.05,2675.8439999999996,0.3213759864081914
4844,user_2,sess_968,15,2024-01-09T18:43:05Z,evening,january,desktop,ap_south,organic,product_details,search_results,hover,3581.38,3044.17,black,pro,1,0,0.05,2661.9613999999997,0.6789251716758067
4845,user_2,sess_968,16,2024-01-09T18:44:37Z,evening,january,tablet,us_east,paid_ads,search_results,product_details,scroll,7478.42,6356.66,silver,pro,1,0,0.05,2716.8836000000006,2.533752621630956
4846,user_2,sess_968,17,2024-01-09T18:46:40Z,evening,january,mobile,ap_south,organic,product_details,search_results,hover,6199.2,5269.32,black,pro,1,0,0.05,2754.8837999999996,1.9248976007608527
4847,user_2,sess_968,18,2024-01-09T18:50:11Z,evening,january,mobile,us_east,organic,search_results,home,hover,8144.76,6923.05,black,pro,1,0,0.05,2812.0672999999997,2.8509024899933832
4848,user_2,sess_968,19,2024-01-09T18:54:39Z,evening,january,mobile,ap_south,direct,home,search_results,hover,2607.32,2216.22,black,pro,1,0,0.05,2796.8190999999997,0.2153135007914144
4849,user_2,sess_968,20,2024-01-09T18:56:15Z,evening,january,desktop,us_east,direct,search_results,product_details,scroll,1314.29,1117.15,black,pro,1,0,0.05,2771.1110000000003,-0.4001145003621551
4850,user_2,sess_968,21,2024-01-09T18:58:53Z,evening,january,tablet,us_east,organic,product_details,search_results,scroll,3017.22,2564.64,black,pro,1,0,0.05,2771.4578,0.41040869399872426
4851,user_2,sess_968,22,2024-01-09T19:03:31Z,evening,january,mobile,us_east,direct,search_results,product_details,click,4511.07,3834.41,black,pro,1,0,0.05,2812.2182000000003,1.1214185851251943
4852,user_2,sess_968,23,2024-01-09T19:06:04Z,evening,january,tablet,us_east,direct,product_details,search_results,view,3917.69,3330.04,red,pro,1,0,0.05,2842.6857,0.83899461404602
4853,user_2,sess_968,24,2024-01-09T19:10:26Z,evening,january,tablet,ap_south,organic,search_results,,hover,11558.98,9825.13,black,pro,1,0,0.04,2933.4337,4.475927887778848
4854,user_16,sess_969,0,2024-01-09T19:14:51Z,evening,january,desktop,eu_west,direct,home,search_results,hover,5044.47,4287.8,black,pro,1,0,0.04,2967.5901,1.3752945940463441
4855,user_16,sess_969,1,2024-01-09T19:18:29Z,evening,january,desktop,eu_west,direct,search_results,home,scroll,2481.89,2109.61,black,standard,1,0,0.04,2985.5856,0.15561408609516422
4856,user_16,sess_969,2,2024-01-09T19:23:29Z,evening,january,desktop,eu_west,direct,home,search_results,scroll,6241.43,5305.22,black,pro,1,0,0.04,3035.9117000000006,1.944997308028832
4857,user_16,sess_969,3,2024-01-09T19:24:38Z,evening,january,tablet,eu_west,organic,search_results,product_details,scroll,1499.77,1274.8,black,pro,1,0,0.04,3045.8995,-0.3118338064463418
4858,user_16,sess_969,4,2024-01-09T19:28:49Z,evening,january,mobile,ap_south,organic,product_details,search_results,hover,2693.84,2289.76,black,pro,1,0,0.04,3046.5883000000003,0.2564933888526402
4859,user_16,sess_969,5,2024-01-09T19:30:50Z,evening,january,tablet,us_east,direct,search_results,product_details,scroll,2827.01,2402.96,black,pro,1,0,0.04,3064.8635000000004,0.3198767186389722
4860,user_16,sess_969,6,2024-01-09T19:32:25Z,evening,january,tablet,us_east,direct,product_details,search_results,hover,6496.09,5521.68,black,pro,1,0,0.04,3123.9287,2.066204777904835
4861,user_16,sess_969,7,2024-01-09T19:36:28Z,evening,january,mobile,ap_south,paid_ads,search_results,product_details,view,4063.07,3453.61,black,pro,1,0,0.04,3157.2846999999997,0.9081893912806596
4862,user_16,sess_969,8,2024-01-09T19:37:05Z,evening,january,mobile,eu_west,direct,product_details,search_results,view,2280.85,1938.72,black,pro,1,0,0.04,3177.8212999999996,0.059927485357429144
4863,user_16,sess_969,9,2024-01-09T19:39:24Z,evening,january,desktop,us_east,organic,search_results,home,view,949.0,806.65,black,pro,1,0,0.04,3181.585,-0.5739772062091868
4864,user_16,sess_969,10,2024-01-09T19:40:24Z,evening,january,tablet,eu_west,paid_ads,home,product_details,view,1874.32,1593.17,black,pro,1,0,0.04,3194.3570999999997,-0.13356372931582713
4865,user_16,sess_969,11,2024-01-09T19:43:25Z,evening,january,mobile,eu_west,direct,product_details,search_results,hover,4406.05,3745.14,black,basic,1,0,0.03,3231.0197000000003,1.0714334736574422
4866,user_16,sess_969,12,2024-01-09T19:45:30Z,evening,january,tablet,ap_south,direct,search_results,product_details,scroll,11320.42,9622.36,black,pro,1,0,0.03,3341.6695,4.362383342056633
4867,user_16,sess_969,13,2024-01-09T19:46:32Z,evening,january,tablet,us_east,direct,product_details,search_results,view,3127.95,2658.76,black,pro,1,0,0.03,3370.6032,0.4631115257719505
4868,user_16,sess_969,14,2024-01-09T19:48:03Z,evening,january,desktop,us_east,direct,search_results,product_details,scroll,1421.13,1207.96,black,pro,1,0,0.03,3375.8706000000006,-0.3492631452944092
4869,user_16,sess_969,15,2024-01-09T19:52:38Z,evening,january,tablet,eu_west,paid_ads,product_details,search_results,click,5216.36,4433.91,silver,pro,1,0,0.03,3398.2856,1.4571070184435249
4870,user_16,sess_969,16,2024-01-09T19:56:59Z,evening,january,mobile,us_east,organic,search_results,product_details,hover,4339.97,3688.97,black,pro,1,0,0.03,3361.6626,1.0399821675653733
4871,user_16,sess_969,17,2024-01-09T19:57:36Z,evening,january,tablet,us_east,direct,product_details,search_results,scroll,2616.87,2224.34,black,pro,1,0,0.03,3326.1704999999997,0.2198588999012699
4872,user_16,sess_969,18,2024-01-09T20:02:14Z,evening,january,desktop,eu_west,direct,search_results,home,click,1785.71,1517.85,black,pro,1,0,0.03,3332.2785999999996,-0.17573836964297943
4873,user_16,sess_969,19,2024-01-09T20:05:38Z,evening,january,desktop,ap_south,organic,home,search_results,hover,2517.83,2140.16,black,standard,1,0,0.03,3350.8112,0.1727200174049245
4874,user_16,sess_969,20,2024-01-09T20:07:56Z,evening,january,mobile,ap_south,direct,search_results,product_details,scroll,3385.25,2877.46,black,pro,1,0,0.03,3368.4909000000002,0.585575524825966
4875,user_16,sess_969,21,2024-01-09T20:11:24Z,evening,january,tablet,eu_west,organic,product_details,search_results,click,2999.22,2549.34,black,pro,1,0,0.03,3392.2255999999998,0.4018414496031849
4876,user_16,sess_969,22,2024-01-09T20:14:30Z,evening,january,desktop,eu_west,direct,search_results,product_details,view,1871.07,1590.41,black,pro,1,0,0.02,3397.9406,-0.13511059288724395
4877,user_16,sess_969,23,2024-01-09T20:16:29Z,evening,january,mobile,ap_south,direct,product_details,search_results,hover,1746.34,1484.39,black,pro,1,0,0.02,3400.0006,-0.19447683696811194
4878,user_16,sess_969,24,2024-01-09T20:20:06Z,evening,january,tablet,eu_west,direct,search_results,,hover,2304.26,1958.62,black,pro,1,0,0.02,3417.2907999999998,0.07106966265185019
438,user_38,sess_97,0,2024-01-01T19:30:11Z,evening,january,mobile,eu_west,organic,home,search_results,scroll,597.35,507.75,blue,pro,0,0,0.02,3413.1929000000005,-0.7413478446364876
439,user_38,sess_97,1,2024-01-01T19:31:51Z,evening,january,mobile,ap_south,direct,search_results,home,click,461.81,392.54,black,pro,0,0,0.02,3363.6630999999998,-0.8058591949348989
440,user_38,sess_97,2,2024-01-01T19:33:49Z,evening,january,desktop,ap_south,organic,home,product_details,hover,250.54,212.96,black,standard,0,0,0.02,3338.8695999999995,-0.9064148462374322
441,user_38,sess_97,3,2024-01-01T19:34:48Z,evening,january,tablet,eu_west,organic,product_details,search_results,hover,446.93,379.89,blue,standard,0,0,0.02,3325.2918,-0.812941450301878
442,user_38,sess_97,4,2024-01-01T19:39:30Z,evening,january,mobile,ap_south,organic,search_results,product_details,view,316.93,269.39,silver,basic,0,0,0.02,3303.5715999999998,-0.8748159931585511
443,user_38,sess_97,5,2024-01-01T19:42:11Z,evening,january,desktop,eu_west,paid_ads,product_details,cart,add_to_cart,868.99,738.64,black,pro,0,1,0.03,3288.4963000000002,-0.6120586075473592
444,user_38,sess_97,6,2024-01-01T19:46:34Z,evening,january,mobile,ap_south,paid_ads,cart,checkout,click,282.28,239.94,green,standard,0,0,0.03,3266.7826,-0.8913079386199644
445,user_38,sess_97,7,2024-01-01T19:50:14Z,evening,january,mobile,us_east,paid_ads,checkout,purchase,purchase,487.58,414.44,red,pro,0,0,0.03,3236.0109,-0.7935937567086184
446,user_38,sess_97,8,2024-01-01T19:54:32Z,evening,january,desktop,eu_west,direct,purchase,product_details,irrational_jump,821.34,698.14,black,pro,0,0,0.03,3229.019,-0.6347380072944397
447,user_38,sess_97,9,2024-01-01T19:55:37Z,evening,january,tablet,eu_west,direct,product_details,cart,add_to_cart,743.91,632.32,black,basic,0,1,0.04,3208.3365000000003,-0.6715914369359183
448,user_38,sess_97,10,2024-01-01T19:58:09Z,evening,january,mobile,eu_west,paid_ads,cart,checkout,click,828.44,704.17,silver,standard,0,0,0.04,3184.123,-0.6313587053384214
449,user_38,sess_97,11,2024-01-01T20:02:32Z,evening,january,tablet,us_east,organic,checkout,purchase,purchase,686.89,583.86,silver,pro,0,0,0.04,3101.9358,-0.698730563348899
450,user_38,sess_97,12,2024-01-01T20:05:26Z,evening,january,mobile,us_east,organic,purchase,,view,676.81,575.29,silver,standard,0,0,0.04,3060.4728000000005,-0.7035282202104011
4879,user_101,sess_970,0,2024-01-09T20:23:51Z,evening,january,tablet,us_east,direct,home,product_details,scroll,777.51,660.88,red,pro,0,0,0.04,3024.3007999999995,-0.6555992473975781
4880,user_101,sess_970,1,2024-01-09T20:26:47Z,evening,january,desktop,ap_south,direct,product_details,cart,add_to_cart,473.95,402.86,red,standard,0,1,0.05,3006.0362,-0.8000810645481296
4881,user_101,sess_970,2,2024-01-09T20:28:13Z,evening,january,desktop,us_east,paid_ads,cart,checkout,scroll,924.24,785.6,red,standard,0,0,0.05,2984.0656,-0.5857619268332731
4882,user_101,sess_970,3,2024-01-09T20:30:43Z,evening,january,desktop,ap_south,organic,checkout,purchase,purchase,437.67,372.02,blue,standard,0,0,0.05,2963.4197000000004,-0.817348821585361
4883,user_101,sess_970,4,2024-01-09T20:34:50Z,evening,january,desktop,us_east,direct,purchase,,view,832.61,707.72,silver,basic,0,0,0.05,2928.5759000000003,-0.6293739603867882
4884,user_18,sess_971,0,2024-01-09T20:38:44Z,evening,january,mobile,ap_south,organic,home,search_results,click,4912.6,4175.71,black,standard,1,0,0.05,2917.2456,1.312530009688579
4885,user_18,sess_971,1,2024-01-09T20:40:51Z,evening,january,mobile,us_east,paid_ads,search_results,product_details,scroll,2848.17,2420.94,black,pro,1,0,0.05,2830.1269,0.3299479903839507
4886,user_18,sess_971,2,2024-01-09T20:42:48Z,evening,january,tablet,us_east,organic,product_details,search_results,scroll,8288.33,7045.08,black,pro,1,0,0.05,2886.6569,2.919235783208249
4887,user_18,sess_971,3,2024-01-09T20:46:12Z,evening,january,tablet,eu_west,organic,search_results,product_details,hover,5176.37,4399.91,silver,pro,1,0,0.05,2921.7906,1.4380734571447684
4888,user_18,sess_971,4,2024-01-09T20:51:12Z,evening,january,mobile,ap_south,organic,product_details,search_results,hover,6006.74,5105.73,black,pro,1,0,0.05,2953.5088,1.833294719851658
4889,user_18,sess_971,5,2024-01-09T20:56:06Z,evening,january,desktop,eu_west,direct,search_results,,hover,5023.39,4269.88,black,pro,1,0,0.05,2947.9569999999994,1.3652613989431237
4890,user_87,sess_972,0,2024-01-09T20:56:33Z,evening,january,desktop,eu_west,direct,home,product_details,hover,470.02,399.52,red,pro,0,0,0.05,2930.9352000000003,-0.8019515795744889
4891,user_87,sess_972,1,2024-01-09T21:00:08Z,night,january,tablet,us_east,paid_ads,product_details,,click,1268.0,1077.8,blue,basic,0,0,0.05,2910.5346999999997,-0.42214659719935044
4892,user_72,sess_973,0,2024-01-09T21:03:01Z,night,january,tablet,us_east,paid_ads,home,search_results,hover,886.7,753.7,blue,standard,0,0,0.05,2912.0882,-0.6036293909781923
4893,user_72,sess_973,1,2024-01-09T21:06:03Z,night,january,mobile,ap_south,direct,search_results,product_details,click,614.39,522.23,blue,basic,0,0,0.05,2909.0744,-0.7332375199420437
4894,user_72,sess_973,2,2024-01-09T21:07:52Z,night,january,mobile,eu_west,direct,product_details,search_results,scroll,968.43,823.17,blue,standard,0,0,0.05,2909.9286000000006,-0.5647293418422241
4895,user_72,sess_973,3,2024-01-09T21:09:28Z,night,january,tablet,ap_south,paid_ads,search_results,,click,1032.19,877.36,green,standard,0,0,0.05,2910.5524,-0.5343822583611357
4896,user_91,sess_974,0,2024-01-09T21:11:07Z,night,january,mobile,us_east,paid_ads,home,search_results,click,942.22,800.89,green,basic,0,0,0.05,2911.6955,-0.5772042015981732
4897,user_91,sess_974,1,2024-01-09T21:13:25Z,night,january,desktop,eu_west,organic,search_results,,click,530.34,450.79,blue,basic,0,0,0.04,2906.5357,-0.7732417916889925
4898,user_5,sess_975,0,2024-01-09T21:16:40Z,night,january,mobile,ap_south,organic,home,product_details,click,1947.29,1655.2,black,pro,1,0,0.04,2915.6429,-0.09883307245235452
4899,user_5,sess_975,1,2024-01-09T21:20:08Z,night,january,tablet,ap_south,paid_ads,product_details,,click,5089.18,4325.8,black,pro,1,0,0.04,2945.6277999999998,1.39657467720882
4900,user_89,sess_976,0,2024-01-09T21:24:50Z,night,january,desktop,eu_west,paid_ads,home,search_results,scroll,623.03,529.58,black,pro,0,0,0.04,2943.8697,-0.7291252426321847
4901,user_89,sess_976,1,2024-01-09T21:27:15Z,night,january,mobile,ap_south,direct,search_results,product_details,hover,323.33,274.83,black,pro,0,0,0.04,2918.051,-0.8717698618179149
4902,user_89,sess_976,2,2024-01-09T21:30:15Z,night,january,mobile,ap_south,paid_ads,product_details,search_results,hover,588.06,499.85,green,basic,0,0,0.04,2898.2837,-0.7457694946606298
4903,user_89,sess_976,3,2024-01-09T21:32:26Z,night,january,tablet,us_east,organic,search_results,product_details,scroll,690.92,587.28,silver,basic,0,0,0.04,2827.3501,-0.6968124525203421
4904,user_89,sess_976,4,2024-01-09T21:36:03Z,night,january,mobile,ap_south,organic,product_details,search_results,view,602.63,512.24,green,basic,0,0,0.04,2774.9919,-0.7388347862804626
4905,user_89,sess_976,5,2024-01-09T21:40:30Z,night,january,mobile,ap_south,organic,search_results,home,view,179.46,152.54,black,standard,0,0,0.04,2733.9629999999997,-0.9402459424393731
4906,user_89,sess_976,6,2024-01-09T21:42:06Z,night,january,tablet,eu_west,organic,home,product_details,view,718.9,611.06,black,basic,0,0,0.04,2690.8413,-0.6834951470654981
4907,user_89,sess_976,7,2024-01-09T21:42:36Z,night,january,mobile,us_east,organic,product_details,search_results,hover,455.7,387.34,red,basic,0,0,0.04,2674.9028000000003,-0.8087672984491625
4908,user_89,sess_976,8,2024-01-09T21:44:30Z,night,january,tablet,us_east,direct,search_results,home,scroll,503.99,428.39,blue,pro,0,0,0.04,2634.436,-0.7857832855680182
4909,user_89,sess_976,9,2024-01-09T21:44:47Z,night,january,mobile,us_east,organic,home,search_results,view,765.49,650.67,green,basic,0,0,0.04,2618.6263999999996,-0.6613202628217105
4910,user_89,sess_976,10,2024-01-09T21:49:43Z,night,january,mobile,ap_south,direct,search_results,product_details,view,126.63,107.64,green,standard,0,0,0.04,2608.4936000000002,-0.965390804740281
4911,user_89,sess_976,11,2024-01-09T21:50:07Z,night,january,desktop,eu_west,paid_ads,product_details,cart,add_to_cart,308.17,261.94,black,pro,0,1,0.05,2599.7599,-0.878985385431047
4912,user_89,sess_976,12,2024-01-09T21:53:05Z,night,january,tablet,us_east,paid_ads,cart,checkout,view,1031.14,876.47,blue,standard,0,0,0.05,2580.0154,-0.5348820142842088
4913,user_89,sess_976,13,2024-01-09T21:54:13Z,night,january,mobile,eu_west,direct,checkout,purchase,purchase,514.59,437.4,silver,standard,0,0,0.05,2579.881,-0.7807381305350894
4914,user_89,sess_976,14,2024-01-09T21:57:23Z,night,january,desktop,eu_west,paid_ads,purchase,,scroll,834.42,709.26,black,pro,0,0,0.04,2575.9051,-0.6285124763670145
4915,user_30,sess_977,0,2024-01-09T21:59:49Z,night,january,mobile,eu_west,organic,home,search_results,click,4567.45,3882.33,black,pro,1,0,0.04,2609.8075,1.1482530984041115
4916,user_30,sess_977,1,2024-01-09T22:02:44Z,night,january,mobile,eu_west,paid_ads,search_results,home,view,3735.2,3174.92,black,pro,1,0,0.04,2632.9726,0.7521370346159101
4917,user_30,sess_977,2,2024-01-09T22:03:28Z,night,january,desktop,us_east,paid_ads,home,search_results,scroll,3076.18,2614.75,black,pro,1,0,0.04,2625.2582,0.4384711789743354
4918,user_30,sess_977,3,2024-01-09T22:05:18Z,night,january,tablet,ap_south,paid_ads,search_results,home,scroll,4183.73,3556.17,black,pro,1,0,0.04,2618.0937,0.9656184862120915
